,City,State,Latitude,Longitude
58173,Austin,TX,,
58174,Ormond Beach,FL,,
58175,Port Richey,FL,,
58176,Buffalo,NY,,
58177,Smithfield,MA,,
58178,Livingston,MT,,
58179,Saint Maries,ID,,
58180,Ft. Lauderdale,FL,,
58181,New York City (Manhattan),NY,,
58183,Dundee to Brighton (between),MI,,
58184,Salisbury,MD,,
58185,Glencoe,KY,,
58186,Spring Hill,FL,,
58187,Alamogordo,NM,,
58188,Orange Park,FL,,
58189,Fairfax,VA,,
58190,Fallston,MD,,
58191,St. Louis,MO,,
58192,New Waterford,OH,,
58193,Chicago,IL,,
58194,Lahoma,OK,,
58195,Eagan,MN,,
58196,Santa Rosa,CA,,
58197,Englewood,FL,,
58198,Kansas City,MO,,
58200,Goshen,OH,,
58201,Walnut Creek,CA,,
58202,Bowden,WV,,
58203,Clearwater,FL,,
58204,North Myrtle Beach,SC,,
58205,Charlotte,NC,,
58206,Ft. Wayne,IN,,
58207,Sunnyvale,CA,,
58208,Clarksville,TN,,
58210,Tampa,FL,,
58211,Las Vegas,NV,,
58212,New Milford,CT,,
58213,Durham,CT,,
58214,Seattle,WA,,
58215,Star City,AR,,
58216,Port Crane,NY,,
58217,Bangor,ME,,
58218,West Seneca,NY,,
58219,Travelers Rest,SC,,
58220,Lansing,MI,,
58221,Wikiup,AZ,,
58222,Pensacola,FL,,
58223,Seymour,CT,,
58224,Buckeye,AZ,,
58225,Longmont,CO,,
58226,Atlanta,GA,,
58227,North Canton,OH,,
58228,Charlestown,WV,,
58229,Boise,ID,,
58230,Bethlehem,PA,,
58231,Albemarle,NC,,
58233,Mount Vernon,IL,,
58234,Belgrade,MT,,
58235,Orlando,FL,,
58236,Broken Arrow,OK,,
58237,Sumner,WA,,
58238,Pleasant Prairie,WI,,
58239,Muskegon,MI,,
58240,Manchester,VT,,
58241,Newton,NC,,
58242,Matteson,IL,,
58243,Sublette,IL,,
58244,Colby,KS,,
58245,Del Rosa/San Bernardino,CA,,
58246,Longview,WA,,
58247,Chino Valley,AZ,,
58248,Meridian,ID,,
58249,New Berlin,WI,,
58250,North Huntingdon,PA,,
58251,Hannibal,MO,,
58252,Syracuse,NY,,
58253,Fredericktown,MO,,
58254,Kent/Renton,WA,,
58255,San Fernando Valley,CA,,
58256,Phoenix,AZ,,
58257,Soddy Daisy,TN,,
58258,Lahoma,OK,,
58259,Fredericksburg,VA,,
58260,Anchorage,AK,,
58262,Anaheim,CA,,
58263,Columbia/Savage,MD,,
58264,Katy,TX,,
58265,Shreveport,LA,,
58266,Williamsfield,OH,,
58267,Everett,MA,,
58268,Dayton,OH,,
58269,Belmont,NH,,
58272,Titusville,FL,,
58273,Washington,VT,,
58274,Milton,VT,,
58275,Boston,MA,,
58276,Meredith,NH,,
58277,New Hartford,NY,,
58278,Burlington,VT,,
58279,Concord,NH,,
58280,Holiday,FL,,
58281,Tacoma,WA,,
58282,Cazenovia,NY,,
58283,Meridian,ID,,
58284,Holiday,FL,,
58285,Clark,NJ,,
58286,Winchester,VA,,
58287,Pawtucket,RI,,
58288,Mount Juliet,TN,,
58289,Las Cruces,NM,,
58290,,UT,,
58291,Portland,OR,,
58292,Rockies,VT,,
58293,Nampa,ID,,
58294,Kingston,NH,,
58295,Mountain Home,ID,,
58296,Mountain Home,ID,,
58297,Mountain Home,ID,,
58298,Mountain Home,ID,,
58299,Sutherlin,OR,,
58300,Lake Mary,FL,,
58301,Pecatonica,IL,,
58302,Boise,ID,,
58303,Portland (far east; Corbett),OR,,
58304,Citrus Springs,FL,,
58305,Houston,TX,,
58306,Tallahassee,FL,,
58307,Eugene,OR,,
58308,Portland,WA,,
58309,Housesprings,MO,,
58310,Cincinnati,OH,,
58311,Tijeras,NM,,
58312,Willemstad,CA,,
58313,Bellingham,WA,,
58314,ephrata,WA,,
58315,Santa Barbara,CA,,
58317,Sugar Loaf,NY,,
58318,Mineral Ridge,OH,,
58319,Ventura,CA,,
58320,Pompton Lakes,NJ,,
58321,Lakewood,WA,,
58322,Omaha,NE,,
58323,Youngstown,OH,,
58324,Madisonville,KY,,
58325,Forked River,NJ,,
58326,Everett,MA,,
58327,San Pedro,CA,,
58328,Fall River,MA,,
58329,McCormick,SC,,
58331,Youngstown,OH,,
58332,Bethel,CT,,
58333,Shell Beach,CA,,
58334,Mount Sterling,KY,,
58335,Chapel Hill,NC,,
58336,Mckeesport,PA,,
58337,Austin,TX,,
58338,Herald Harbor,MD,,
58339,Rock Hill,SC,,
58340,Gainesville,GA,,
58341,Wadley,GA,,
58342,Chester,SC,,
58343,Patterson,LA,,
58344,Senoia,GA,,
58345,Phoenix,AZ,,
58346,Huntsville (Owens Cross Roads),AL,,
58347,Paw Paw,MI,,
58348,Walnutport,PA,,
58349,Alexandria,VA,,
58350,Sidney,MT,,
58351,Dallas,TX,,
58352,Cedar Rapids,IA,,
58353,Poughkeepsie,NY,,
58354,Colchester,VT,,
58355,Floral Park,NY,,
58356,Hollywood,FL,,
58357,Moro Bay,CA,,
58358,Sioux Falls,SD,,
58359,Charlotte,NC,,
58360,Milwaukee,WI,,
58361,Newbury Park,CA,,
58362,Long Beach,CA,,
58363,St. Peters,MO,,
58364,Northern Allegheny County,PA,,
58365,Seaside,OR,,
58366,Rialto,CA,,
58367,Lexington,NE,,
58368,Clendenin,WV,,
58369,Las Vegas,NV,,
58370,Vancouver,WA,,
58371,Albany,GA,,
58372,Long,OK,,
58373,Council,ID,,
58375,Palmyra,NJ,,
58376,Leicester,MA,,
58377,High Falls,NY,,
58378,Discovery Bay,CA,,
58379,Fairfield,CA,,
58380,Angola,NY,,
58381,Reno,NV,,
58382,Albany,NY,,
58383,Catalina Island,CA,,
58384,Melbourne,FL,,
58385,Royse City,TX,,
58386,Townsend,MA,,
58387,Pearland,TX,,
58388,Rochester,NY,,
58389,South Haven,MI,,
58390,Coventry,RI,,
58391,Snoqualmie National Forest,WA,,
58392,Milford,CT,,
58393,Jackson,NJ,,
58394,Lawrence,KS,,
58395,Las Vegas,NV,,
58396,Sandwich,MA,,
58397,Arnold,MO,,
58398,Marlette,MI,,
58399,Philadelphia,PA,,
58400,Lacey,WA,,
58401,Indianapolis,IN,,
58402,Lakebay,WA,,
58404,Cypress,TX,,
58405,Livermore,CA,,
58406,Asheboro,NC,,
58407,Punta Gorda,FL,,
58408,Banks,OR,,
58409,Orlando,FL,,
58410,San Antonio,TX,,
58411,Providence,RI,,
58412,Boise,ID,,
58413,Blue Ash,OH,,
58414,Appleton,WI,,
58415,Smithfield,PA,,
58416,Hanford,CA,,
58417,Las Vegas,NV,,
58418,Auburn Hills,MI,,
58419,Myrtle Point,OR,,
58420,Mesa,AZ,,
58421,Union,MO,,
58423,Forest Hills,NY,,
58424,Forest Hills,NY,,
58425,Rochester,NH,,
58426,Trout Creek,MT,,
58427,Alcester,SD,,
58428,Grand Rapids,MI,,
58429,La Grande,OR,,
58430,Coshocron,OH,,
58431,Endwell,NY,,
58432,Greenup,KY,,
58433,Sutton,WV,,
58434,Mount Sterling,KY,,
58435,Pine Springs,MN,,
58436,Hatfield,WI,,
58437,Cameo,WV,,
58438,Champlin,MN,,
58439,Onalaska,WI,,
58440,Kaukauna,WI,,
58441,Minnetonka,MN,,
58442,Mount Juliet,TN,,
58443,Chisago,MN,,
58444,Ogilvie,MN,,
58445,Brayton,IA,,
58446,Jacksonville Beach,FL,,
58447,North Las Vegas,NV,,
58448,Sedona,AZ,,
58449,Stratford,CT,,
58450,York,PA,,
58451,East Meadow,NY,,
58452,Boise,ID,,
58453,Long Beach,CA,,
58454,Long Beach,CA,,
58455,Puyallup,WA,,
58456,Santa Rosa,CA,,
58457,Deptford,NJ,,
58458,Ritzville,WA,,
58459,New York City,NY,,
58460,Halifax,VA,,
58461,Aspers,PA,,
58462,Philadelphia,PA,,
58463,Salt Lake City,UT,,
58465,Kokomo,IN,,
58466,Las Cruces,NM,,
58467,Venice,FL,,
58468,Appleton,WI,,
58469,Newmanstown,PA,,
58470,Amherst,NY,,
58471,Mason,WV,,
58472,Los Angeles,CA,,
58473,La Mirada,CA,,
58474,Dearborn Heights,MI,,
58475,Holly,MI,,
58476,Greenwood,IN,,
58477,McCormick,SC,,
58478,Portland,OR,,
58479,Stockwell,IN,,
58480,Firestone,CO,,
58481,Columbia,SC,,
58482,West Valley City,UT,,
58483,Tampa,FL,,
58485,Durango,CO,,
58486,Tulsa,OK,,
58488,Charleston,SC,,
58490,Spring Lake,NJ,,
58491,Ft. Lauderdale,FL,,
58492,Lisle,IL,,
58493,Eden Prairie,MN,,
58494,Covington,WA,,
58495,Pueblo West,CO,,
58496,Laramie,WY,,
58497,Wilton,NY,,
58498,Hortonville,WI,,
58499,Kilmarnock,VA,,
58500,Tacoma,WA,,
58501,Goose Creek,SC,,
58502,Goose Creek,SC,,
58503,Sanford,ME,,
58504,Albany,OR,,
58505,Windsor,CA,,
58506,Crystal Lake,IL,,
58507,Clearwater,FL,,
58509,Henderson,NV,,
58510,Yuma,AZ,,
58511,Meridian,MS,,
58512,Douglas,AZ,,
58513,Marshall,MI,,
58514,Spokane,WA,,
58515,San Diego,CA,,
58516,Torrington,WY,,
58517,Pottersville,NY,,
58518,Webster,NY,,
58519,Tooele Valley (above Oquirrh Mtns. & Dugway),UT,,
58520,Coaldale,NV,,
58521,Saint Louis,MO,,
58522,Randolph,MA,,
58523,Deerfield Beach,FL,,
58524,Vero Beach,FL,,
58525,Cheyenne,WY,,
58526,Baton Rouge,LA,,
58527,California,MD,,
58528,Lombard,IL,,
58529,Nazareth,PA,,
58530,Farmington,MO,,
58531,Sanford,ME,,
58532,Bakersfield,CA,,
58533,Bakersfield,CA,,
58534,Homosassa,FL,,
58536,Clifton,NJ,,
58537,Depoe Bay,OR,,
58538,Holden Beach,NC,,
58539,Cornish,ME,,
58540,Florence,OR,,
58541,Neola,PA,,
58542,Medina,OH,,
58543,Bangor,PA,,
58544,Oregon,OH,,
58545,Marietta,GA,,
58546,Halifax,VA,,
58547,New Castle,PA,,
58548,Pascagoula,MS,,
58549,Two Rivers,WI,,
58550,Banks,OR,,
58551,Dry Ridge,KY,,
58552,Eatonville,WA,,
58553,Hoover,AL,,
58554,Cary,NC,,
58555,Charlottesville/Waynesboro,VA,,
58556,San Jose,CA,,
58557,Wall,NJ,,
58558,Coates,MN,,
58560,Centralia,WA,,
58562,Toone,TN,,
58563,Coolidge,GA,,
58564,Spokane Valley,WA,,
58565,Ahmadi (Kuwait),AL,,
58566,Spokane Valley,WA,,
58567,Alexandria,MN,,
58568,Waltham,MA,,
58569,Winston,OR,,
58570,Falmouth,ME,,
58571,Raleigh,NY,,
58572,Rockland,ME,,
58573,Chandler,AZ,,
58574,Birmingham,AL,,
58575,Little Elm,TX,,
58577,North Plains,OR,,
58578,Reno,CA,,
58579,North Plains,OR,,
58580,Beeville-Kennedy,TX,,
58581,Hazel Park,MI,,
58582,Mesa,AZ,,
58583,Tallahassee,DE,,
58584,Jamestown,NY,,
58585,Mechanicsburg,PA,,
58586,Dallas,TX,,
58587,Wake Forest,NC,,
58588,Grants Pass,OR,,
58589,Gig Harbor,WA,,
58590,Bainbridge Island,WA,,
58591,Sumner,WA,,
58592,New Berlin,NY,,
58593,St. Clairsville,OH,,
58594,Aurora,KY,,
58595,Methuen,MA,,
58596,Boundary Waters,MN,,
58597,Suffield,CT,,
58598,Waterbury,CT,,
58599,Anchorage,AK,,
58600,Billings,MT,,
58601,Arvada,CO,,
58602,Nampa,ID,,
58603,Princeton,MA,,
58604,Clearlake,WA,,
58605,West Fargo,ND,,
58606,Boise,ID,,
58607,Colorado Springs,CO,,
58608,Oakdale,NY,,
58609,"Hurffville/Sewell (I-55, MM 55)",NJ,,
58610,Knoxville,TN,,
58611,Beaumont,CA,,
58612,Woodbridge,VA,,
58613,Florence,SC,,
58614,New Orleans,LA,,
58615,Lakeville,MN,,
58616,Perkinstown (south of),WI,,
58617,Brockton,MA,,
58618,Byram,MS,,
58619,Galt,CA,,
58620,Dewey,AZ,,
58621,Waxhaw,NC,,
58622,Belton,SC,,
58623,Lake Charles,LA,,
58624,Austin,TX,,
58625,Weston,FL,,
58626,Springville,NY,,
58628,Twenty Nine Palms,AZ,,
58629,Casper,WY,,
58631,West Yarmouth,MA,,
58632,Molokai (above),HI,,
58634,Alto,NM,,
58635,Puyallup,WA,,
58636,Edina,MN,,
58637,Canonsburg,PA,,
58638,Kill Devil Hills,NC,,
58639,Maricopa,AZ,,
58640,Glendale,AZ,,
58641,Vancouver,WA,,
58642,Tuttle,OK,,
58643,Flower Mound,TX,,
58644,Pollock,TX,,
58646,Salem,OR,,
58647,Bedminster,NJ,,
58648,Westfield,WI,,
58650,Mason,MI,,
58651,Commerce City,CO,,
58652,Mansfield,TX,,
58654,Akron,OH,,
58655,Bethlehem,PA,,
58656,North Las Vegas,NV,,
58657,Chaska,MN,,
58658,St. Louis,MO,,
58659,Leeds,AL,,
58660,Spokane,WA,,
58661,Lee's Summit,MO,,
58662,Twin Falls,ID,,
58663,St. Cloud,FL,,
58664,Spring Hill,FL,,
58665,Orlando,FL,,
58666,Winter Haven/Lake Wales,FL,,
58667,Hatteras,NC,,
58668,Clermont,FL,,
58669,Orlando,FL,,
58670,Richmond,VA,,
58671,Kissimmee,FL,,
58672,Hunters Creek,FL,,
58673,Davenport,FL,,
58674,Lake Placid,FL,,
58675,Poinciana,FL,,
58676,Kissimmee,FL,,
58677,Palm Bay,FL,,
58678,Sebring,FL,,
58679,Newbury,VT,,
58680,Smyrna,GA,,
58681,Golden,CO,,
58682,Arlington,WA,,
58683,Berkeley (above),CA,,
58684,La Canada Flintridge,CA,,
58685,Tehachapi,CA,,
58686,Avenal,CA,,
58687,Oakville,CT,,
58688,Jacksonville,NC,,
58689,Portland,OR,,
58690,Hawkinsville,GA,,
58691,Port Saint Lucie,FL,,
58692,McCormick,SC,,
58694,Glendale,AZ,,
58695,West Lafayette,IN,,
58696,Joliet,IL,,
58697,Lawrenceville,GA,,
58698,Slade,KY,,
58700,Mason,MI,,
58701,Asheboro,NC,,
58702,Cowiche,WA,,
58704,Towson,MD,,
58707,Bertram,TX,,
58708,Chicago,IL,,
58709,Dighton,MA,,
58710,Chicago,IL,,
58711,Santa Barbara,CA,,
58712,Altamonte Springs,FL,,
58713,Arlington,WA,,
58715,Leakesville,MS,,
58716,Metairie,LA,,
58717,Fort Lauderdale,FL,,
58718,Corvallis/Newport (between),OR,,
58719,Park Ridge,NJ,,
58720,South Kingstown,RI,,
58721,Cape Coral,FL,,
58722,Little Rock,IA,,
58723,Miami,FL,,
58724,Lake George,NY,,
58725,Cornelius,NC,,
58726,Surf City,NC,,
58727,Gallatin/Hendersonville/Madison,TN,,
58729,Fuquay Varina,NC,,
58730,Sarasota,FL,,
58731,Cobb,CA,,
58732,Elkhart,IN,,
58733,Providence,RI,,
58734,Madison,WI,,
58735,Chicago,IL,,
58736,Chicago,IL,,
58737,Gresham,OR,,
58738,Gresham,OR,,
58739,Gresham,OR,,
58740,Mount Pleasant,MI,,
58741,Sumner,WA,,
58742,Lexington,KY,,
58743,Anaheim,CA,,
58744,Tiverton,RI,,
58745,Medford,ME,,
58746,Santa Rosa,CA,,
58747,Delavan,WI,,
58748,Gulf Shores,AL,,
58749,Clarksville,TN,,
58751,Pendleton,NY,,
58752,Bethpage,NY,,
58753,Shelton,WA,,
58754,Garden City,SC,,
58755,Mountain Top,PA,,
58756,Haledon,NJ,,
58757,Bouckville,NY,,
58758,Seminole/Largo,FL,,
58759,Thornton,CO,,
58760,Richland,MS,,
58761,Steamboat Rock,IA,,
58762,Boca Raton,FL,,
58763,Keller,TX,,
58764,Columbus,GA,,
58765,Spanish Fork,UT,,
58766,Poplarville,MS,,
58767,Enfield,NH,,
58768,Ellensburg,WA,,
58769,Avon,NC,,
58770,Alligator Point,FL,,
58771,Mountain City,TN,,
58772,Blue Springs,MS,,
58774,San Antonio,TX,,
58775,Tiffin,OH,,
58776,Mildred,MT,,
58777,Naples,FL,,
58778,Salt Lake City,UT,,
58779,Las Cruces,NM,,
58780,Ventnor,NJ,,
58781,Lake Mills,WI,,
58782,Deforest,WI,,
58783,Pocatello,ID,,
58784,Monroe City,MO,,
58785,Avon,NC,,
58786,Webster,NY,,
58787,Pineville,LA,,
58789,Blackwood,NJ,,
58790,Chicago,IL,,
58791,Saginaw,MI,,
58793,Berlin,CT,,
58794,Scarborough,ME,,
58795,West Friendship,MD,,
58796,Orlando,FL,,
58797,Dublin,OH,,
58798,Stockton,CA,,
58799,Old Hickory,TN,,
58800,Orleans,MA,,
58801,Salvo,NC,,
58803,Saint Johnsbury,VT,,
58804,Buffalo Grove,IL,,
58805,Richmond,MN,,
58806,Salem,NH,,
58807,Frankfort,IL,,
58808,Suffield,CT,,
58809,Edison,NJ,,
58810,Bandon,OR,,
58811,Bend,OR,,
58812,Somerville,NJ,,
58813,Auburn,NY,,
58814,Johnsburg,IL,,
58815,Woodstock,IL,,
58816,Windham,ME,,
58817,Coalinga,CA,,
58818,Burke,VA,,
58819,Dodge Center,MN,,
58820,King William,VA,,
58821,Long Beach,NY,,
58822,Bremerton,WA,,
58823,San Francisco,CA,,
58824,Puyallup,WA,,
58825,Silverthorne,CO,,
58826,Whiting,NJ,,
58827,Seattle,WA,,
58828,Medina,OH,,
58829,Virginia Beach,VA,,
58830,Hartford,CT,,
58831,Noblesville,IN,,
58832,Fayetteville,AR,,
58833,Georgetown,SC,,
58834,West Stockbridge,MA,,
58835,Thornton,CO,,
58837,Lincoln,NE,,
58838,Louisa,KY,,
58839,Bloomington (outside; north of),IL,,
58840,Troutdale,OR,,
58841,Des Moines,IA,,
58842,Billings,MT,,
58843,Berlin,MD,,
58844,Philadelphia,PA,,
58845,Browning,MT,,
58846,Southern Pines,NC,,
58848,Chelsea,MA,,
58849,Columbia,SC,,
58850,Salton City,CA,,
58851,Grove City,OH,,
58852,Castleton,NY,,
58853,Bristol,RI,,
58854,Weedsport,NY,,
58855,Ramona,CA,,
58856,Honolulu,HI,,
58857,San Bernardino,CA,,
58858,Waterloo,IA,,
58859,Chula Vista,CA,,
58860,Cedar Falls,IA,,
58862,Aberdeen,WA,,
58863,Cumberland,ME,,
58864,Kirkland,WA,,
58865,Cameron,NC,,
58866,Alligator Alley,FL,,
58867,Denver,CO,,
58868,Seabrook,TX,,
58869,Spokane,WA,,
58870,Noblesville,IN,,
58871,Salem,NH,,
58872,Antioch,CA,,
58873,Olympia,WA,,
58874,San Pierre,IN,,
58875,Diamond Point,NY,,
58876,Atglen,PA,,
58877,Durham,NC,,
58878,Leslie,AR,,
58879,Chattanooga,TN,,
58880,Monroe,NC,,
58881,Acworth,GA,,
58882,Sioux Falls,SD,,
58883,Eagle Point,OR,,
58884,Berwick,PA,,
58885,Bellingham,WA,,
58886,Redmond,OR,,
58887,River Grove,IL,,
58890,Arnold,MO,,
58891,Beloit,WY,,
58892,Bristol,VA,,
58893,Mentor,OH,,
58894,Shelby Twp,MI,,
58895,Cutler Bay,FL,,
58896,Broomfield,CO,,
58898,Whittier,CA,,
58899,Alden,NY,,
58900,New York City,NY,,
58901,Spring Hill,FL,,
58903,Miami,FL,,
58904,Antelope,CA,,
58905,Muskegon,MI,,
58906,Irvine,CA,,
58907,Broomfield,CO,,
58908,Merrick,NY,,
58909,Salinas,CA,,
58910,Milwaukee,WI,,
58911,Milwaukee,WI,,
58912,Wayne,WV,,
58913,St. Paul,MN,,
58914,Hampton,VA,,
58915,Tempe,AZ,,
58916,Hutto,TX,,
58917,Neoga/Mattoon (between; on I-57),IL,,
58918,Titusville,FL,,
58919,Tumwater,WA,,
58921,East Providence,RI,,
58922,Ocoee,FL,,
58923,Pierz,MN,,
58924,Bolivar,MO,,
58925,Delaware,OH,,
58926,Aberdeen,NJ,,
58927,Phoenix,AZ,,
58929,Louisville,KY,,
58930,Eagan,MN,,
58931,Blaine,MN,,
58932,Highland,CA,,
58933,Portage,MI,,
58934,Rural Hall,NC,,
58935,Green Bay,WI,,
58937,Winfield,MO,,
58938,Reading,PA,,
58939,Chesterfield,VA,,
58940,Dundalk,MD,,
58941,Many,LA,,
58942,Southport,IN,,
58943,Akron,OH,,
58944,Milwaukee,WI,,
58945,Bohemia,NY,,
58946,Staten Island,NY,,
58947,Kyle,TX,,
58948,Shunk,PA,,
58950,Missoula,MT,,
58951,Russleville,AR,,
58952,Aptos,CA,,
58953,Carrboro,NC,,
58954,Vincennes,IN,,
58955,Wantagh,NY,,
58956,Wantagh,NY,,
58957,Appleton,WI,,
58958,Sagamore Hills,OH,,
58959,Hattiesburg,MS,,
58960,Kingman,AZ,,
58962,Titusville,FL,,
58963,Derwood,MD,,
58964,Burbank,IL,,
58966,Colorado Springs,CO,,
58967,Diablo Lake (near Ross Lake),WA,,
58968,I-10 (MM# 15; 10 mi. N of MS),MS,,
58969,Bay Center,WA,,
58970,North Ridgeville,OH,,
58972,Monroe,NY,,
58973,Sunrise,FL,,
58974,Indialantic,FL,,
58975,Wildwood Crest,NJ,,
58976,Panama City,FL,,
58977,Wildwood Crest,NJ,,
58978,Santa Maria,CA,,
58979,Topsham,ME,,
58980,Amherst,NY,,
58981,Lake Charles,LA,,
58982,Southampton,PA,,
58983,Tremont,IL,,
58984,Gainesville,GA,,
58985,New Paltz,NY,,
58986,Kansas City,KS,,
58987,Queen Creek,AZ,,
58988,Chicago,IL,,
58989,Milwaukee,WI,,
58990,Charlotte,NC,,
58991,Louisville,KY,,
58993,South Haven,MI,,
58994,Tampa,FL,,
58995,Alden Township,WI,,
58996,Newport News/Hampton,VA,,
58997,Detroit,MI,,
58998,Mulberry Township,KS,,
58999,Holiday,FL,,
59000,Wilmington,DE,,
59001,Tumwater,WA,,
59002,Milwaukee,WI,,
59003,Taunton,MA,,
59004,Midvale/Sandy,UT,,
59005,Freehold,NJ,,
59006,Rocky Mount,NC,,
59007,Huntsville,AL,,
59008,Summerville,SC,,
59009,North Las Vegas,NV,,
59010,Aguila,AZ,,
59011,Green Bay,WI,,
59012,Monroe,NY,,
59013,Bethany,OK,,
59014,Sierra Vista,AZ,,
59015,Centerport,NY,,
59016,Durham,NC,,
59018,Everett,WA,,
59019,Rocklin,CA,,
59021,Hendersonville,NC,,
59022,Hendersonville,NC,,
59024,Centerville,IA,,
59025,Olympia,WA,,
59026,La Junta,NE,,
59027,Wilson,NY,,
59028,Santa Fe,NM,,
59029,Santa Barbara,CA,,
59030,South River,NJ,,
59032,Lee's Summit,MO,,
59035,Ormond by the Sea,FL,,
59036,Hurricane,WV,,
59037,Orlando,FL,,
59038,Antelope Island,UT,,
59039,Pulaski (Case Knife Rd),VA,,
59040,Valparaiso,IN,,
59041,Mount Morris,MI,,
59042,Yelm,WA,,
59043,Scranton,PA,,
59044,Orlando,FL,,
59045,Allison Park,PA,,
59046,Council Bluffs,IA,,
59047,Allegan,MI,,
59048,Goose Creek,SC,,
59049,Savannah,GA,,
59050,"Cyrus, WV US 52 North • Coordinates: 38°18&#8242;19&#8243;N ",WV,,
59051,Towson,MD,,
59052,Front Royal,VA,,
59053,Palm Springs,CA,,
59054,Cynthiana,KY,,
59055,Chico,CA,,
59056,Weldona,CO,,
59057,Rancho Palos Verdes,CA,,
59058,Asbury Park,NY,,
59059,Boise,ID,,
59060,Gladstone,MI,,
59061,Bakersfield,CA,,
59062,Palm Harbor,FL,,
59063,Thibodaux,LA,,
59064,Sinking Spring,PA,,
59065,Kenosha,WI,,
59066,Jeffersonville,IN,,
59067,Sag Harbor,NY,,
59068,South Bend,IN,,
59069,Mount Shasta,CA,,
59070,Auburn,ME,,
59072,O'Fallon,MO,,
59073,Henderson,NV,,
59074,Fayetteville,WV,,
59075,Exeter,RI,,
59076,Johnstown,PA,,
59077,Cicero,NY,,
59078,Hagerstown,MD,,
59079,Chicago,IL,,
59080,Fairhope,AL,,
59081,Nashville,TN,,
59082,Greenbrier,AR,,
59083,Palmdale,CA,,
59084,Cutler Bay,FL,,
59085,Escondido,CA,,
59086,Lake George (Lake George Village ),NY,,
59087,Central City,KY,,
59089,Indian Trail,NC,,
59090,Ft. Pierce,FL,,
59091,Aurora,CO,,
59092,Encinitas,CA,,
59093,Eton,OH,,
59094,Morrisville,PA,,
59095,Northfield,MN,,
59096,Northfield,MN,,
59097,Torrance,CA,,
59098,Oak Grove,MO,,
59099,Lakeport,CA,,
59100,Columbus,OH,,
59101,Sacramento,CA,,
59102,Houston,TX,,
59103,Cocoa Beach,FL,,
59104,Selah,WA,,
59105,Greensboro,NC,,
59106,Topeka,IN,,
59107,Saginaw Township,MI,,
59108,York,PA,,
59109,Gladwin,MI,,
59110,Kelso,WA,,
59111,West Columbia,SC,,
59112,Oak Lawn,IL,,
59113,Dexter,OR,,
59114,Patchogue,NY,,
59115,Oviedo,FL,,
59116,Ely,NV,,
59117,Hattiesburg,MS,,
59118,Hixson,TN,,
59119,St. Petersburg,FL,,
59120,Nantucket,MA,,
59121,Las Vegas,NV,,
59122,Baileys Harbor,WI,,
59123,Salem,OR,,
59125,Sidney,MT,,
59127,Dubuque,IA,,
59128,Fishkill,NY,,
59129,Monterey,CA,,
59130,Gorham,NH,,
59131,Firebaugh/Mercey Hot Springs,CA,,
59132,Green Cove Springs,FL,,
59133,Buckeye,AZ,,
59134,Tucson,AZ,,
59135,Tucson,AZ,,
59136,Cocoa,FL,,
59139,Port Angeles,WA,,
59140,Machesney Park,IL,,
59141,Highwood,IL,,
59142,Narragansett,RI,,
59143,Clinton,MI,,
59144,Huntington Beach,CA,,
59145,North Tonawanda,NY,,
59146,Laurys Station,PA,,
59147,Syracuse,NY,,
59148,Anderson,SC,,
59149,Canton,MI,,
59150,Homestead,FL,,
59151,Stafford,VA,,
59152,New York City (Bronx),NY,,
59153,Mead,CO,,
59155,Lynnwood,WA,,
59156,Clinton,PA,,
59157,Dublin,GA,,
59158,Charleston,SC,,
59159,Virginia Beach,VA,,
59160,Tilton,NH,,
59161,Utting,AZ,,
59162,Westminster,CA,,
59163,Anaheim,CA,,
59165,Negley,OH,,
59166,Garyville,LA,,
59167,Lake Havasu City,AZ,,
59168,Roanoke,VA,,
59169,Hampton,VA,,
59170,Fife,WA,,
59172,Byron,GA,,
59173,Clermont,FL,,
59174,New Kensington,PA,,
59175,Orlando,FL,,
59176,Chester Springs,PA,,
59177,Oregonia,OH,,
59178,Miamisburg (west of),OH,,
59179,Cleveland,OH,,
59180,Winnfield,LA,,
59181,Marion,AR,,
59182,Milwaukee,WI,,
59183,Northfield,NJ,,
59184,Allison Park,PA,,
59185,Montgomery,AL,,
59187,Staunton,VA,,
59188,Farmingville,NY,,
59189,Waquoit,MA,,
59190,Mesa,AZ,,
59191,Coram,NY,,
59192,Long Beach,CA,,
59193,Orlando,FL,,
59194,Sebastopol,CA,,
59196,Lake Arrowhead,CA,,
59197,Fort Collins,CO,,
59198,Edgewater,FL,,
59199,Davenport,FL,,
59200,Lancaster,CA,,
59201,Oahu,HI,,
59202,Spring Hill,FL,,
59203,Hampton,VA,,
59204,Venice,FL,,
59205,New Bern,NC,,
59206,East Amherst,NY,,
59207,Fairborn,OH,,
59208,Marietta,GA,,
59209,Hampton,NH,,
59210,Marietta,GA,,
59211,Monroe,OH,,
59212,Chilmark,MA,,
59213,Playa Vista,CA,,
59214,Mastic Beach,NY,,
59215,Mastic Beach,NY,,
59216,Waterford,VA,,
59217,Delaware,OH,,
59218,Springfield,IL,,
59219,Portland,OR,,
59220,St. Helens,OR,,
59221,Rochester,NY,,
59223,Reno,NV,,
59224,Haltom City,TX,,
59225,Scottsdale,AZ,,
59226,Shafter,CA,,
59227,Park Ridge,IL,,
59228,Lima,OH,,
59229,St. Helens,OR,,
59230,Oak Island,NC,,
59231,Buena Park,CA,,
59233,Snellville,GA,,
